,zeta_46m,phi_w,phi_w*
2013-06-01 18:30:00,,,1.25
2013-06-01 19:00:00,0.78330351,1.42932097669,1.25
2013-06-01 19:30:00,0.93321751,1.44317490819,1.25
2013-06-01 20:00:00,0.94105546,1.27496931567,1.25
2013-06-01 20:30:00,,,1.25
2013-06-01 21:00:00,,,1.25
2013-06-01 21:30:00,1.1948837,1.37726285642,1.25
2013-06-01 22:00:00,,,1.25
2013-06-01 22:30:00,,,1.25
2013-06-01 23:00:00,,,1.25
2013-06-01 23:30:00,1.2106967,1.15890392195,1.25
2013-06-02 00:00:00,1.2210589,1.28621219373,1.25
2013-06-02 00:30:00,,,1.25
2013-06-02 01:00:00,,,1.25
2013-06-02 01:30:00,,,1.25
2013-06-02 02:00:00,,,1.25
2013-06-02 02:30:00,,,1.25
2013-06-02 03:00:00,,,1.25
2013-06-02 03:30:00,,,1.25
2013-06-02 04:00:00,,,1.25
2013-06-02 04:30:00,,,1.25
2013-06-02 05:00:00,,,1.25
2013-06-02 05:30:00,,,1.25
2013-06-02 06:00:00,,,1.25
2013-06-02 06:30:00,,,1.25
2013-06-02 07:00:00,-0.31697796,1.11943919134,1.5619154827
2013-06-02 07:30:00,-1.2767468,1.38323022696,2.11300047664
2013-06-02 08:00:00,,,1.25
2013-06-02 08:30:00,-0.76886132,1.32581542801,1.86224377509
2013-06-02 09:00:00,,,1.25
2013-06-02 09:30:00,-1.1844774,1.61514720134,2.07184043384
2013-06-02 10:00:00,-4.0883777,2.43463086697,2.9590153426
2013-06-02 10:30:00,-0.4595735,1.20221778158,1.66862143473
2013-06-02 11:00:00,-0.24181868,1.22422209633,1.49926353894
2013-06-02 11:30:00,-0.20789087,1.09755988693,1.46918392491
2013-06-02 12:00:00,-0.23726946,1.17529588057,1.49530021483
2013-06-02 12:30:00,-0.21852377,1.16279981966,1.4787428018
2013-06-02 13:00:00,-0.43666537,1.39657454517,1.65239458282
2013-06-02 13:30:00,-0.25394191,1.22965596358,1.50972435927
2013-06-02 14:00:00,-0.81233114,1.47650506016,1.88641068016
2013-06-02 14:30:00,-1.5845962,1.90293742834,2.23989664963
2013-06-02 15:00:00,,,1.25
2013-06-02 15:30:00,,,1.25
2013-06-02 16:00:00,,,1.25
2013-06-02 16:30:00,,,1.25
2013-06-02 17:00:00,,,1.25
2013-06-02 17:30:00,,,1.25
2013-06-02 18:00:00,,,1.25
2013-06-02 18:30:00,,,1.25
2013-06-02 19:00:00,,,1.25
2013-06-02 19:30:00,,,1.25
2013-06-02 20:00:00,0.063302673,1.14932385499,1.25
2013-06-02 20:30:00,0.14585928,1.45615836155,1.25
2013-06-02 21:00:00,0.48992551,1.36368468142,1.25
2013-06-02 21:30:00,0.22461659,1.09479454646,1.25
2013-06-02 22:00:00,0.37972415,1.21944742734,1.25
2013-06-02 22:30:00,0.36531881,1.19364582723,1.25
2013-06-02 23:00:00,,,1.25
2013-06-02 23:30:00,0.44310029,1.27760735547,1.25
2013-06-03 00:00:00,,,1.25
2013-06-03 00:30:00,,,1.25
2013-06-03 01:00:00,,,1.25
2013-06-03 01:30:00,,,1.25
2013-06-03 02:00:00,,,1.25
2013-06-03 02:30:00,,,1.25
2013-06-03 03:00:00,,,1.25
2013-06-03 03:30:00,,,1.25
2013-06-03 04:00:00,,,1.25
2013-06-03 04:30:00,,,1.25
2013-06-03 05:00:00,,,1.25
2013-06-03 05:30:00,,,1.25
2013-06-03 06:00:00,,,1.25
2013-06-03 06:30:00,,,1.25
2013-06-03 07:00:00,,,1.25
2013-06-03 07:30:00,,,1.25
2013-06-03 08:00:00,,,1.25
2013-06-03 08:30:00,-0.29703576,1.24353145039,1.54578374179
2013-06-03 09:00:00,-0.28883554,1.16884223966,1.53905163713
2013-06-03 09:30:00,-0.31312854,1.0244489572,1.55882754044
2013-06-03 10:00:00,-1.3174558,1.97937341408,2.13066071461
2013-06-03 10:30:00,-1.5454166,1.91076099444,2.22453934094
2013-06-03 11:00:00,-0.61405328,1.37192199715,1.7706233175
2013-06-03 11:30:00,-0.39246991,1.1839108772,1.62015562429
2013-06-03 12:00:00,-0.35577305,1.31828401685,1.59237685135
2013-06-03 12:30:00,-0.16786757,1.16166419501,1.43203746322
2013-06-03 13:00:00,-0.3147459,1.22247066419,1.56012644956
2013-06-03 13:30:00,-0.2707188,1.39178103261,1.52396586253
2013-06-03 14:00:00,-0.26526703,1.20517632074,1.51936723488
2013-06-03 14:30:00,-0.14340401,1.12390575125,1.40834856385
2013-06-03 15:00:00,-0.056052811,1.16359634947,1.31646887567
2013-06-03 15:30:00,-0.11408821,1.28150563533,1.37886811295
2013-06-03 16:00:00,-0.17745529,1.23715137637,1.44111123231
2013-06-03 16:30:00,,,1.25
2013-06-03 17:00:00,0.13331887,1.39704896833,1.25
2013-06-03 17:30:00,,,1.25
2013-06-03 18:00:00,,,1.25
2013-06-03 18:30:00,,,1.25
2013-06-03 19:00:00,0.6919474,1.33665054111,1.25
2013-06-03 19:30:00,,,1.25
2013-06-03 20:00:00,,,1.25
2013-06-03 20:30:00,1.0958763,1.37225360594,1.25
2013-06-03 21:00:00,,,1.25
2013-06-03 21:30:00,,,1.25
2013-06-03 22:00:00,,,1.25
2013-06-03 22:30:00,,,1.25
2013-06-03 23:00:00,,,1.25
2013-06-03 23:30:00,,,1.25
2013-06-04 00:00:00,,,1.25
2013-06-04 00:30:00,,,1.25
2013-06-04 01:00:00,,,1.25
2013-06-04 01:30:00,,,1.25
2013-06-04 02:00:00,,,1.25
2013-06-04 02:30:00,,,1.25
2013-06-04 03:00:00,,,1.25
2013-06-04 03:30:00,,,1.25
2013-06-04 04:00:00,,,1.25
2013-06-04 04:30:00,,,1.25
2013-06-04 05:00:00,,,1.25
2013-06-04 05:30:00,,,1.25
2013-06-04 06:00:00,,,1.25
2013-06-04 06:30:00,,,1.25
2013-06-04 07:00:00,,,1.25
2013-06-04 07:30:00,-1.2015373,1.31712330354,2.07957389394
2013-06-04 08:00:00,-0.38538974,1.37630238306,1.6148702248
2013-06-04 08:30:00,-0.3717246,1.26643898764,1.6045701146
2013-06-04 09:00:00,-0.50130099,1.34889030542,1.69739340888
2013-06-04 09:30:00,-0.41586656,1.24709982757,1.6373806995
2013-06-04 10:00:00,,,1.25
2013-06-04 10:30:00,,,1.25
2013-06-04 11:00:00,,,1.25
2013-06-04 11:30:00,-1.2990315,1.31197112375,2.12270434036
2013-06-04 12:00:00,,,1.25
2013-06-04 12:30:00,,,1.25
2013-06-04 13:00:00,,,1.25
2013-06-04 13:30:00,,,1.25
2013-06-04 14:00:00,,,1.25
2013-06-04 14:30:00,,,1.25
2013-06-04 15:00:00,,,1.25
2013-06-04 15:30:00,,,1.25
2013-06-04 16:00:00,-0.98538151,1.56908528427,1.97697296066
2013-06-04 16:30:00,-0.41885392,1.42091024377,1.63955411082
2013-06-04 17:00:00,,,1.25
2013-06-04 17:30:00,,,1.25
2013-06-04 18:00:00,,,1.25
2013-06-04 18:30:00,,,1.25
2013-06-04 19:00:00,,,1.25
2013-06-04 19:30:00,0.67469012,1.40303976828,1.25
2013-06-04 20:00:00,0.86074778,1.2463804933,1.25
2013-06-04 20:30:00,,,1.25
2013-06-04 21:00:00,,,1.25
2013-06-04 21:30:00,,,1.25
2013-06-04 22:00:00,,,1.25
2013-06-04 22:30:00,,,1.25
2013-06-04 23:00:00,,,1.25
2013-06-04 23:30:00,,,1.25
2013-06-05 00:00:00,,,1.25
2013-06-05 00:30:00,,,1.25
2013-06-05 01:00:00,,,1.25
2013-06-05 01:30:00,,,1.25
2013-06-05 02:00:00,,,1.25
2013-06-05 02:30:00,,,1.25
2013-06-05 03:00:00,,,1.25
2013-06-05 03:30:00,,,1.25
2013-06-05 04:00:00,,,1.25
2013-06-05 04:30:00,,,1.25
2013-06-05 05:00:00,,,1.25
2013-06-05 05:30:00,,,1.25
2013-06-05 06:00:00,,,1.25
2013-06-05 06:30:00,,,1.25
2013-06-05 07:00:00,-0.69856388,1.34411814444,1.82177992098
2013-06-05 07:30:00,-0.48413736,1.14407726688,1.68567752034
2013-06-05 08:00:00,-0.37188825,1.32348821276,1.60469424983
2013-06-05 08:30:00,-0.3306249,1.07763194996,1.57276566001
2013-06-05 09:00:00,-0.4220473,1.36774854818,1.64187105489
2013-06-05 09:30:00,-0.196263,1.16021925075,1.45858615798
2013-06-05 10:00:00,-0.23974046,1.10228539494,1.49745557643
2013-06-05 10:30:00,-0.14883816,1.13023803785,1.41367943884
2013-06-05 11:00:00,-0.19170426,1.13118544484,1.45438894499
2013-06-05 11:30:00,-0.26189136,1.3207226671,1.51650580785
2013-06-05 12:00:00,-0.36292604,1.31235054532,1.59786757142
2013-06-05 12:30:00,-0.17815396,1.09033523309,1.44176799613
2013-06-05 13:00:00,-0.44225918,1.26123774573,1.65638631606
2013-06-05 13:30:00,,,1.25
2013-06-05 14:00:00,,,1.25
2013-06-05 14:30:00,,,1.25
2013-06-05 15:00:00,-0.74683574,1.5282937829,1.84975557171
2013-06-05 15:30:00,,,1.25
2013-06-05 16:00:00,0.021027446,1.29013324084,1.25
2013-06-05 16:30:00,,,1.25
2013-06-05 17:00:00,,,1.25
2013-06-05 17:30:00,,,1.25
2013-06-05 18:00:00,,,1.25
2013-06-05 18:30:00,,,1.25
2013-06-05 19:00:00,,,1.25
2013-06-05 19:30:00,,,1.25
2013-06-05 20:00:00,1.0155243,1.32492163675,1.25
2013-06-05 20:30:00,,,1.25
2013-06-05 21:00:00,,,1.25
2013-06-05 21:30:00,0.55473568,1.25113672387,1.25
2013-06-05 22:00:00,,,1.25
2013-06-05 22:30:00,,,1.25
2013-06-05 23:00:00,,,1.25
2013-06-05 23:30:00,,,1.25
2013-06-06 00:00:00,,,1.25
2013-06-06 00:30:00,,,1.25
2013-06-06 01:00:00,,,1.25
2013-06-06 01:30:00,,,1.25
2013-06-06 02:00:00,,,1.25
2013-06-06 02:30:00,,,1.25
2013-06-06 03:00:00,,,1.25
2013-06-06 03:30:00,,,1.25
2013-06-06 04:00:00,,,1.25
2013-06-06 04:30:00,,,1.25
2013-06-06 05:00:00,,,1.25
2013-06-06 05:30:00,,,1.25
2013-06-06 06:00:00,,,1.25
2013-06-06 06:30:00,,,1.25
2013-06-06 07:00:00,,,1.25
2013-06-06 07:30:00,-0.99854826,1.26579460105,1.98353089918
2013-06-06 08:00:00,-0.62363783,1.37895720702,1.77657432607
2013-06-06 08:30:00,-0.36371334,1.11335618752,1.59846961108
2013-06-06 09:00:00,,,1.25
2013-06-06 09:30:00,,,1.25
2013-06-06 10:00:00,,,1.25
2013-06-06 10:30:00,-0.22328463,1.08964361063,1.48298299308
2013-06-06 11:00:00,-0.24290863,1.28618378452,1.50021000821
2013-06-06 11:30:00,-0.90622425,1.52363924841,1.93659735095
2013-06-06 12:00:00,-0.34361831,1.2170253768,1.58295892877
2013-06-06 12:30:00,-0.69046161,1.52122400795,1.81699929154
2013-06-06 13:00:00,,,1.25
2013-06-06 13:30:00,,,1.25
2013-06-06 14:00:00,,,1.25
2013-06-06 14:30:00,,,1.25
2013-06-06 15:00:00,,,1.25
2013-06-06 15:30:00,0.55852451,1.22041580047,1.25
2013-06-06 16:00:00,,,1.25
2013-06-06 16:30:00,,,1.25
2013-06-06 17:00:00,,,1.25
2013-06-06 17:30:00,,,1.25
2013-06-06 18:00:00,,,1.25
2013-06-06 18:30:00,,,1.25
2013-06-06 19:00:00,,,1.25
2013-06-06 19:30:00,,,1.25
2013-06-06 20:00:00,,,1.25
2013-06-06 20:30:00,,,1.25
2013-06-06 21:00:00,,,1.25
2013-06-06 21:30:00,,,1.25
2013-06-06 22:00:00,0.37660857,1.13315263669,1.25
2013-06-06 22:30:00,,,1.25
2013-06-06 23:00:00,,,1.25
2013-06-06 23:30:00,0.87647268,1.39440426793,1.25
2013-06-07 00:00:00,,,1.25
2013-06-07 00:30:00,0.67556356,1.26721113506,1.25
2013-06-07 01:00:00,,,1.25
2013-06-07 01:30:00,,,1.25
2013-06-07 02:00:00,,,1.25
2013-06-07 02:30:00,,,1.25
2013-06-07 03:00:00,0.41590175,1.11830402706,1.25
2013-06-07 03:30:00,0.27789728,1.20577741896,1.25
2013-06-07 04:00:00,0.19331193,1.08777998517,1.25
2013-06-07 04:30:00,0.10812962,1.24245637498,1.25
2013-06-07 05:00:00,0.041570876,1.08593500362,1.25
2013-06-07 05:30:00,,,1.25
2013-06-07 06:00:00,,,1.25
2013-06-07 06:30:00,,,1.25
2013-06-07 07:00:00,,,1.25
2013-06-07 07:30:00,,,1.25
2013-06-07 08:00:00,-0.073536116,1.19894181691,1.33588413328
2013-06-07 08:30:00,-0.021552191,1.14858016916,1.27637961528
2013-06-07 09:00:00,,,1.25
2013-06-07 09:30:00,-0.016337422,1.11740110038,1.27009693641
2013-06-07 10:00:00,-0.01922773,1.08601510302,1.27358679363
2013-06-07 10:30:00,-0.05211306,1.22102114829,1.31201387137
2013-06-07 11:00:00,-0.020917143,1.11137963886,1.27561782381
2013-06-07 11:30:00,-0.056776833,1.11986200382,1.31728431495
2013-06-07 12:00:00,-0.033895552,1.10660760638,1.29100931565
2013-06-07 12:30:00,-0.0011953999,1.20688002944,1.2514924672
2013-06-07 13:00:00,-0.12278156,1.24651789416,1.38774130749
2013-06-07 13:30:00,-0.035029019,1.07811616809,1.29233620247
2013-06-07 14:00:00,,,1.25
2013-06-07 14:30:00,-0.13955652,1.43731361482,1.40454965187
2013-06-07 15:00:00,-0.032518586,1.17992338898,1.28939369979
2013-06-07 15:30:00,0.019227662,1.15550593253,1.25
2013-06-07 16:00:00,0.088528207,1.41219091883,1.25
2013-06-07 16:30:00,0.091719962,1.17341214735,1.25
2013-06-07 17:00:00,,,1.25
2013-06-07 17:30:00,,,1.25
2013-06-07 18:00:00,0.7483376,1.59970422634,1.25
2013-06-07 18:30:00,,,1.25
2013-06-07 19:00:00,,,1.25
2013-06-07 19:30:00,,,1.25
2013-06-07 20:00:00,,,1.25
2013-06-07 20:30:00,,,1.25
2013-06-07 21:00:00,,,1.25
2013-06-07 21:30:00,,,1.25
2013-06-07 22:00:00,,,1.25
2013-06-07 22:30:00,,,1.25
2013-06-07 23:00:00,,,1.25
2013-06-07 23:30:00,,,1.25
2013-06-08 00:00:00,,,1.25
2013-06-08 00:30:00,,,1.25
2013-06-08 01:00:00,,,1.25
2013-06-08 01:30:00,,,1.25
2013-06-08 02:00:00,,,1.25
2013-06-08 02:30:00,,,1.25
2013-06-08 03:00:00,,,1.25
2013-06-08 03:30:00,,,1.25
2013-06-08 04:00:00,,,1.25
2013-06-08 04:30:00,,,1.25
2013-06-08 05:00:00,,,1.25
2013-06-08 05:30:00,,,1.25
2013-06-08 06:00:00,,,1.25
2013-06-08 06:30:00,,,1.25
2013-06-08 07:00:00,,,1.25
2013-06-08 07:30:00,,,1.25
2013-06-08 08:00:00,-0.49491469,1.19701745982,1.69305305313
2013-06-08 08:30:00,,,1.25
2013-06-08 09:00:00,,,1.25
2013-06-08 09:30:00,,,1.25
2013-06-08 10:00:00,,,1.25
2013-06-08 10:30:00,,,1.25
2013-06-08 11:00:00,,,1.25
2013-06-08 11:30:00,,,1.25
2013-06-08 12:00:00,,,1.25
2013-06-08 12:30:00,-1.2417009,1.94254862166,2.0975569633
2013-06-08 13:00:00,-0.23744917,1.2215522154,1.49545717877
2013-06-08 13:30:00,-1.0296938,1.43553302098,1.99887329116
2013-06-08 14:00:00,,,1.25
2013-06-08 14:30:00,,,1.25
2013-06-08 15:00:00,,,1.25
2013-06-08 15:30:00,,,1.25
2013-06-08 16:00:00,,,1.25
2013-06-08 16:30:00,,,1.25
2013-06-08 17:00:00,,,1.25
2013-06-08 17:30:00,,,1.25
2013-06-08 18:00:00,,,1.25
2013-06-08 18:30:00,,,1.25
2013-06-08 19:00:00,,,1.25
2013-06-08 19:30:00,,,1.25
2013-06-08 20:00:00,,,1.25
2013-06-08 20:30:00,,,1.25
2013-06-08 21:00:00,,,1.25
2013-06-08 21:30:00,,,1.25
2013-06-08 22:00:00,,,1.25
2013-06-08 22:30:00,0.14983066,1.29702732343,1.25
